CSV文件,列序号,中文字段,字段名,危险等级
RogueConfig_Battle_Event.csv,7,小图标,Sicon,
RogueConfig_Battle_Event.csv,8,名称索引,Key_BattleEventName,
RogueConfig_Battle_Event.csv,9,名称,BattleEventName,
RogueConfig_Battle_Event.csv,10,小名称索引,Key_Sname,
RogueConfig_Battle_Event.csv,11,小名称,Sname,
RogueConfig_Battle_Event.csv,12,描述索引,Key_BattleEventDesc,
RogueConfig_Battle_Event.csv,13,描述,BattleEventDesc,
RogueConfig_Battle_Event.csv,14,提示索引,Key_BattleEventRemind,
RogueConfig_Battle_Event.csv,15,提示,BattleEventRemind,
RogueConfig_Battle_Event.csv,16,战斗序号,BattleID,
RogueConfig_Battle_Event.csv,17,货币结算,Rewards,
RogueConfig_Battle_Event.csv,18,触发招募库及概率,RecruitLibrary,1
RogueConfig_Battle_Event.csv,19,触发祝福库及概率,BenedictionLibrary,1
RogueConfig_Battle_Event.csv,20,触发奇物库及概率,GoodsLibrary,1
RogueConfig_Battle_Event.csv,21,触发剧作库及概率,InspirationLibrary,1
RogueConfig_Battle_Event.csv,22,积分计算,Integral,
RogueConfig_Battle_Event.csv,23,连线颜色,LineColour,
RogueConfig_BenedictionGoods.csv,1,序号,ID,
RogueConfig_BenedictionGoods.csv,2,类型,Type,
RogueConfig_BenedictionGoods.csv,3,所属子分类,SortID,
RogueConfig_BenedictionGoods.csv,4,图标,Icon,
RogueConfig_BenedictionGoods.csv,5,名称索引,Key_Name,
RogueConfig_BenedictionGoods.csv,6,名称,Name,
RogueConfig_BenedictionGoods.csv,7,描述索引,Key_Desc,
RogueConfig_BenedictionGoods.csv,8,描述,Desc,
RogueConfig_BenedictionGoods.csv,9,背景描述索引,Key_Background,
RogueConfig_BenedictionGoods.csv,10,背景描述,Background,
RogueConfig_BenedictionGoods.csv,11,解锁条件,UnlockCondition,1
RogueConfig_BenedictionGoods.csv,12,条件参数,UnlockParameter,
RogueConfig_BenedictionGoods.csv,13,解锁文本索引,Key_UnlockDesc,
RogueConfig_BenedictionGoods.csv,14,解锁文本,UnlockDesc,
RogueConfig_BenedictionGoods.csv,15,效果组序号,BUFFGroupID,
RogueConfig_BenedictionGoods.csv,16,所属图鉴,ShowInHandBook,
RogueConfig_BenedictionGoods.csv,17,图鉴奖励,Reward,1
RogueConfig_BenedictionGoodsLibrary.csv,1,序号,ID,
RogueConfig_BenedictionGoodsLibrary.csv,2,库ID,LibraryID,
RogueConfig_BenedictionGoodsLibrary.csv,3,祝福奇物ID,BenedictionGoodsID,
RogueConfig_BenedictionGoodsLibrary.csv,4,权重,Weight,1
RogueConfig_BenedictionGoodsSort.csv,1,序号,ID,
RogueConfig_BenedictionGoodsSort.csv,2,子分类名称索引,Key_Name,
RogueConfig_BenedictionGoodsSort.csv,3,子分类名称,Name,
RogueConfig_Chapter.csv,1,章节序号,ID,
RogueConfig_Chapter.csv,2,章节名称索引,Key_ChapterName,
RogueConfig_Chapter.csv,3,章节名称,ChapterName,
RogueConfig_Chapter.csv,4,章节标题索引,Key_ChapterTittle,
RogueConfig_Chapter.csv,5,章节标题,ChapterTittle,
RogueConfig_Chapter.csv,6,章节描述索引,Key_ChapterDesc,
RogueConfig_Chapter.csv,7,章节描述,ChapterDesc,
RogueConfig_Chapter.csv,8,积分计算,Integral,
RogueConfig_Effect.csv,1,流水ID,Id,
RogueConfig_Effect.csv,2,效果描述,EffectDes,
RogueConfig_Effect.csv,3,效果逻辑类型,EffectLogic,
RogueConfig_Effect.csv,4,附加参数,ParamNum,
RogueConfig_Effect.csv,5,参数1,ParamDesc0,
RogueConfig_Effect.csv,6,参数1值,Param0,
RogueConfig_Effect.csv,7,参数2,ParamDesc1,
RogueConfig_Effect.csv,8,参数2值,Param1,
RogueConfig_Effect.csv,9,参数3,ParamDesc2,
RogueConfig_Effect.csv,10,参数3值,Param2,
RogueConfig_Effect.csv,11,参数4,ParamDesc3,
RogueConfig_Effect.csv,12,参数4值,Param3,
RogueConfig_Effect.csv,13,参数5,ParamDesc4,
RogueConfig_Effect.csv,14,参数5值,Param4,
RogueConfig_Event_Type.csv,1,类型序号,ID,
RogueConfig_Event_Type.csv,2,节点图标,Icon,
RogueConfig_Event_Type.csv,3,节点底板,Floor,
RogueConfig_Event_Type.csv,4,小图标,Sicon,
RogueConfig_Event_Type.csv,5,名称索引,Key_EventTypeName,
RogueConfig_Event_Type.csv,6,名称,EventTypeName,
RogueConfig_Event_Type.csv,7,小名称索引,Key_Sname,
RogueConfig_Event_Type.csv,8,小名称,Sname,
RogueConfig_Event_Type.csv,9,描述索引,Key_EventTypeDesc,
RogueConfig_Event_Type.csv,10,描述,EventTypeDesc,
RogueConfig_Event_Type.csv,11,关卡ID,MissionID,
RogueConfig_Event_Type.csv,12,积分计算,Integral,
RogueConfig_Event_Type.csv,13,连线颜色,LineColour,
RogueConfig_Heritage.csv,1,序号ID,ID,
RogueConfig_Heritage.csv,2,到达章节,ChapterID,
RogueConfig_Heritage.csv,3,奇物库,GoodsLibraryID,
RogueConfig_Heritage.csv,4,随机数量,Num,
RogueConfig_Hero_Awake.csv,1,序号,ID,
RogueConfig_Hero_Awake.csv,2,角色ID,HeroID,
RogueConfig_Hero_Awake.csv,3,角色星级,Star,
RogueConfig_Hero_Awake.csv,4,天赋阶段,Stage,
RogueConfig_Hero_Awake.csv,5,天赋类型,Type,
RogueConfig_Hero_Awake.csv,6,节点名称,Pic,
RogueConfig_Hero_Awake.csv,7,天赋图标,Icon_activation,
RogueConfig_Hero_Awake.csv,8,属性加成（加法）,AddAttribute,
RogueConfig_Hero_Awake.csv,9,属性加成（乘法）,RatioAttribute,
RogueConfig_Hero_Awake.csv,10,天赋ID1,TalentID1,
RogueConfig_Hero_Awake.csv,11,天赋ID2,TalentID2,
RogueConfig_Hero_Awake.csv,12,提升消耗,Cost,1
RogueConfig_Hero_Recruit.csv,1,序号,ID,
RogueConfig_Hero_Recruit.csv,2,招募图标,Icon,
RogueConfig_Hero_Recruit.csv,3,名称索引,Key_RecruitName,
RogueConfig_Hero_Recruit.csv,4,名称,RecruitName,
RogueConfig_Hero_Recruit.csv,5,描述索引,Key_RecruitDesc,
RogueConfig_Hero_Recruit.csv,6,描述,RecruitDesc,
RogueConfig_Hero_Recruit.csv,7,职业,Profession,
RogueConfig_Hero_Recruit.csv,8,系统保底招募列表,SystemBreakRecruit,1
RogueConfig_Hero_Recruit.csv,9,触发系统招募概率,SystemRecruit,1
RogueConfig_Hero_Recruit.csv,10,系统招募库,SystemRecruitList,
RogueConfig_Hero_Recruit.csv,11,系统招募数量,SystemRecruitNum,
RogueConfig_Hero_Stage.csv,1,序号,ID,
RogueConfig_Hero_Stage.csv,2,角色稀有度,HeroQuality,
RogueConfig_Hero_Stage.csv,3,阶段数,Stage,
RogueConfig_Hero_Stage.csv,4,图标,Icon,
RogueConfig_Hero_Stage.csv,5,等级上限,LevelLimit,1
RogueConfig_Hero_Stage.csv,6,突破上限,BreachLimit,1
RogueConfig_Hero_Stage.csv,7,技能等级上限,SkillLevelLimit,1
RogueConfig_Hero_Stage.csv,8,资源消耗,Cost,1
RogueConfig_Inspiration.csv,1,序号,ID,
RogueConfig_Inspiration.csv,2,剧作套装道具图标,Icon,
RogueConfig_InspirationLibrary.csv,1,序号,ID,
RogueConfig_InspirationLibrary.csv,2,库ID,LibraryID,
RogueConfig_InspirationLibrary.csv,3,剧作套装ID,InspirationID,
RogueConfig_InspirationLibrary.csv,4,权重,Weight,1
RogueConfig_IntegralReward.csv,1,序号,ID,
RogueConfig_IntegralReward.csv,2,所属主题,Subject,
RogueConfig_IntegralReward.csv,3,所需积分,Integral,
RogueConfig_IntegralReward.csv,4,奖励,Reward,1
RogueConfig_IntegralReward.csv,5,节点样式,NodeStyle,
RogueConfig_IntegralStatistics.csv,1,序号ID,ID,
RogueConfig_IntegralStatistics.csv,2,类型枚举,Type,
RogueConfig_IntegralStatistics.csv,3,图标,Icon,
RogueConfig_IntegralStatistics.csv,4,文本索引,Key_Text,
RogueConfig_IntegralStatistics.csv,5,文本,Text,
RogueConfig_Map.csv,1,地图序号,ID,
RogueConfig_Map.csv,2,所属章节,ChapterID,
RogueConfig_Map.csv,3,触发条件类型,ConditionType,
RogueConfig_Map.csv,4,触发条件参数,ConditionParame,
RogueConfig_Map.csv,5,效果索引,Key_EffectDesc,
RogueConfig_Map.csv,6,效果描述,EffectDesc,
RogueConfig_Map.csv,7,效果类型,EffectType,
RogueConfig_Map.csv,8,效果参数,EffectParame,
RogueConfig_Map.csv,9,结局剧情,EndStoryID,
RogueConfig_Map.csv,10,权重,Weight,1
RogueConfig_Map.csv,11,预制名称,PrefName,
RogueConfig_Map_Line.csv,1,序号,ID,
RogueConfig_Map_Line.csv,2,所属地图,MapID,
RogueConfig_Map_Line.csv,3,节点序号,NodeNum,
RogueConfig_Map_Line.csv,4,节点类型及权重,NodeTypeWeight,1
RogueConfig_Map_Line.csv,5,后置节点序号,NextID,
RogueConfig_Map_Line.csv,6,节点预制名称,NodePrefName,
RogueConfig_Map_Line.csv,7,地图方向,RouteDirection,
RogueConfig_Map_Line.csv,8,事件ID,EventID,
RogueConfig_Map_Line.csv,9,节点行数,LineNum,
RogueConfig_RecruitLibrary.csv,1,序号,ID,
RogueConfig_RecruitLibrary.csv,2,库ID,LibraryID,
RogueConfig_RecruitLibrary.csv,3,招募ID,HeroRecruitID,
RogueConfig_RecruitLibrary.csv,4,权重,Weight,1
RogueConfig_RecruitLibrary.csv,5,备注,Weight,
RogueConfig_Shop_Common.csv,1,序号,ID,
RogueConfig_Shop_Common.csv,2,所属商品位,PositionID,1
RogueConfig_Shop_Common.csv,3,商品类型,CommonType,1
RogueConfig_Shop_Common.csv,4,商品序号,Common,1
RogueConfig_Shop_Common.csv,5,售价,Price,1
RogueConfig_Shop_Common.csv,6,权重,Weight,1
RogueConfig_Shop_Event.csv,1,序号,ID,
RogueConfig_Shop_Event.csv,2,所属章节,ChapterID,
RogueConfig_Shop_Position.csv,1,序号,ID,
RogueConfig_Shop_Position.csv,2,所属商店,ShopID,
RogueConfig_Shop_Position.csv,3,开启条件,Condition,1
RogueConfig_Skill.csv,1,序号,ID,
RogueConfig_Skill.csv,2,所属主题,Subject,
RogueConfig_Skill.csv,3,预制名称,PrefabName,
RogueConfig_Skill.csv,4,节点类型,NodeType,
RogueConfig_Skill.csv,5,节点图标,Icon,
RogueConfig_Skill.csv,6,前置节点序号,PreNode,
RogueConfig_Skill.csv,7,名称索引,Key_SkillName,
RogueConfig_Skill.csv,8,名称,SkillName,
RogueConfig_Skill.csv,9,描述索引,Key_SkillDesc,
RogueConfig_Skill.csv,10,描述,SkillDesc,
RogueConfig_Skill.csv,11,属性加成（加法）,AddAttribute,
RogueConfig_Skill.csv,12,属性加成（乘法）,RatioAttribute,
RogueConfig_Skill.csv,13,效果组序号,BUFFGroupID,
RogueConfig_Skill.csv,14,统计参数,CountParam,
RogueConfig_Skill.csv,15,显示位置,ShowLocation,
RogueConfig_Skill.csv,16,激活消耗,ActivationCost,1
RogueConfig_SkillTab.csv,1,序号,ID,
RogueConfig_SkillTab.csv,2,图标,Icon,
RogueConfig_SkillTab.csv,3,描述索引,Key_SkillTabDesc,
RogueConfig_SkillTab.csv,4,属性描述,SkillTabDesc,
RogueConfig_SkillTab.csv,5,显示类型,ShowType,
RogueConfig_Story.csv,1,序号,ID,
RogueConfig_Story.csv,2,背景图片,Picture,
RogueConfig_Story.csv,3,名称索引,Key_StoryName,
RogueConfig_Story.csv,4,名称,StoryName,
RogueConfig_Story.csv,5,简易描述索引,Key_StoryDesc,
RogueConfig_Story.csv,6,简易描述,StoryDesc,
RogueConfig_Story.csv,7,所属图鉴,ShowInHandBook,
RogueConfig_Story.csv,8,图鉴奖励,Reward,1
RogueConfig_Story.csv,9,简易剧情索引,SimpleStory,
RogueConfig_Story.csv,10,结局描述索引,Key_EndDesc,
RogueConfig_Story.csv,11,结局描述,EndDesc,
RogueConfig_System_Hero.csv,1,序号,ID,
RogueConfig_System_Hero.csv,2,角色ID,HeroID,
RogueConfig_System_Hero.csv,3,角色名称,HeroName,
RogueConfig_System_Hero.csv,4,角色等级,HeroLevel,
RogueConfig_System_Hero.csv,5,角色突破阶段,BreachLevel,
RogueConfig_System_Hero.csv,6,角色技能等级,SkillLevel,
RogueConfig_System_Hero.csv,7,招募消耗,RecruitCost,1
RogueConfig_System_Hero.csv,8,进阶消耗,AdvanceCost,1
RogueConfig_SystemHeroLibrary.csv,1,序号,ID,
RogueConfig_SystemHeroLibrary.csv,2,库ID,LibraryID,
RogueConfig_SystemHeroLibrary.csv,3,系统角色ID,SystemHeroID,
RogueConfig_SystemHeroLibrary.csv,4,权重,Weight,1
RogueConfig_Team.csv,1,序号ID,ID,
RogueConfig_Team.csv,2,所属主题,Subject,
RogueConfig_Team.csv,3,职业图标,Icon,
RogueConfig_Team.csv,4,队伍名称索引,Key_TeamName,
RogueConfig_Team.csv,5,队伍名称,TeamName,
RogueConfig_Team.csv,6,队伍描述索引,Key_TeamDesc,
RogueConfig_Team.csv,7,队伍描述,TeamDesc,
RogueConfig_Team.csv,8,招募列表,HeroRecruit,
RookiePack_Base.csv,1,流水ID,Id,
RookiePack_Base.csv,2,入口类型,Type,
RookiePack_Base.csv,3,Key_气泡文本,Key_Desc,
RookiePack_Base.csv,4,活动名,Desc,
RookiePack_Base.csv,5,商品id,PackagingPayId,1
RookiePack_Base.csv,6,Key_档位一返利比文本,Key_RebateFirst,
RookiePack_Base.csv,7,档位一返利比,RebateFirst,1
RookiePack_Base.csv,8,Key_档位二返利比文本,Key_RebateSecond,
RookiePack_Base.csv,9,档位二返利比,RebateSecond,1
RookiePack_Base.csv,10,Key_档位三返利比文本,Key_RebateThird,
RookiePack_Base.csv,11,档位三返利比,RebateThird,1
RookiePack_Base.csv,12,Key_打包购买返利比文本,Key_RebateTotal,
RookiePack_Base.csv,13,打包购买返利比,RebateTotal,1
RookiePack_Base.csv,14,触发条件,Condition,
RookiePack_Base.csv,15,角色展示,HeroShow,
RookiePack_Base.csv,16,背景图路径,BgPic,
RookiePack_Base.csv,17,Live2D,HeroPic,
RookiePack_Base.csv,18,live2D坐标,HeroPicCoordinate,
RookiePack_Base.csv,19,live2D缩放比例,HeroPicScale,
RookiePack_Base.csv,20,商品底图路径,GoodsPic,1
RookiePack_Base.csv,21,角色or剧作立绘路径,DecorationPic,
RookiePack_Base.csv,22,补充展示内容,ExtendedContent,
RookiePack_ClassifyReward.csv,1,流水ID,Id,
RookiePack_ClassifyReward.csv,2,所属礼包ID,ClassifyId,
RookiePack_ClassifyReward.csv,3,PackagingPayID,MoneyID,
RookiePack_ClassifyReward.csv,4,奖励,Reward,1
RookiePack_ClassifyReward.csv,5,Key_目标天数文本,Key_TargetDailyName,
RookiePack_ClassifyReward.csv,6,目标天数文本,TargetDailyName,
RookiePack_ClassifyReward.csv,7,天数,TargetDay,
SceneConfig_Base.csv,1,流水ID,Id,
SceneConfig_Base.csv,2,名称,Name,
SceneConfig_Base.csv,3,描述,Description,
SceneConfig_Base.csv,4,玩法类型,Mode,
SceneConfig_Base.csv,5,最大出战人数,MaxHeroCount,
SceneConfig_Base.csv,6,最大上阵人数,MaxFomationCount,
SceneConfig_Base.csv,7,单位配置,UnitFile,
SceneConfig_Base.csv,8,逻辑配置,LogicFile,
SceneConfig_Base.csv,9,选择场景布阵格,SetBattleField,
SceneConfig_Base.csv,10,关卡刷怪组,SpwanGroupId,
SceneConfig_Base.csv,11,属性难度等级,DynamicLevel,
SceneConfig_Base.csv,12,创建玩家,CreateFromType,
SceneConfig_Base.csv,13,均衡遇着,HeroDdefault,
SceneConfig_Base.csv,14,预设角色,HeroAdd,
SceneConfig_Base.csv,15,是否清空上阵英雄,IsClearTeam,
SceneConfig_Base.csv,16,是否记录布阵,NotesFormation,
SceneConfig_Base.csv,17,布阵格资源,WavePath,
SceneConfig_Base.csv,18,通关掉落,WinDropId,1
SceneConfig_Base.csv,19,地图ID,MapId,
SceneConfig_Base.csv,20,相机模式,CameraType,
SceneConfig_Base.csv,21,开启托管,EnableManaged,
SceneConfig_Base.csv,22,开启暂停,EnablePaused,
SceneConfig_Base.csv,23,开启录像功能,EnableRecord,
SceneConfig_Base.csv,24,是否屏蔽返回,IsBack,1
SceneConfig_Base.csv,25,结算类型（是否继续探索）,SummaryType,
SceneConfig_Base.csv,26,开启首通加速,EnableSpeedUpFirst,
SceneConfig_Base.csv,27,战场的空气墙类型,WallType,
SceneConfig_Base.csv,28,关卡战力,MissionFight,
SceneConfig_Base.csv,29,关卡战力压制开关,FightOpen,1
SceneConfig_Base.csv,30,关卡最低战力,MinPassFight,
SceneConfig_Base.csv,31,低于关卡战力比例下限,PlayerFightRate,1
SceneConfig_Base.csv,32,信用分扣分值,ReduceCreditScore,
SceneConfig_Base.csv,33,碰撞盒剔除范围,ColliderCullingDistance,
SceneConfig_Base.csv,34,一键布阵开关,SetPawnTrigger,1
SceneConfig_Base.csv,35,推荐相性,RecommendedPhasics,
SceneConfig_Base.csv,36,关卡类型(一级）,SceneType,
SceneConfig_Base.csv,37,地面是否是固定高度,isfixedterrain,
SceneConfig_Base.csv,38,防作弊参数（有修改）,AntiCheatParameter,
SceneConfig_Base.csv,39,DPS调整系数,AntiCheatDpsAdjustRatio,
SceneConfig_Base.csv,40,作弊是否强制掉线（新增）,CheatOffline,
SceneConfig_Base.csv,41,防作弊最低通关秒数,AntiCheatMinTime,
SceneConfig_Base.csv,42,关卡时长,LevelTime,
SceneConfig_Base.csv,43,防作弊开关,AntiCheatOpen,1
SceneConfig_Base.csv,44,是否启用阵容预设,TeamPresetOpen,1
SceneConfig_DropOut.csv,1,流水ID,Id,
SceneConfig_DropOut.csv,2,描述,Desc,
SceneConfig_DropOut.csv,3,首次掉落经验,FirstPassExp,1
SceneConfig_DropOut.csv,4,首次好感度,FirstPassFetter,
SceneConfig_DropOut.csv,5,首次掉落金币,FirstPassGold,1
SceneConfig_DropOut.csv,6,掉落经验,Exp,1
SceneConfig_DropOut.csv,7,好感度,Fetter,
SceneConfig_DropOut.csv,8,掉落金币,Gold,1
SceneConfig_DropOut.csv,9,掉落预览,DropItemPreview,1
SceneConfig_DropOut.csv,10,首次通关奖励,FirstPassDropID,1
SceneConfig_DropOut.csv,11,首次三星通关掉落,ThreeStarDropID,1
SceneConfig_DropOut.csv,12,三星掉落,PerfectDropID,1
SceneConfig_DropOut.csv,13,非三星掉落,CommonDropID,1
SceneConfig_DropOut.csv,14,怪物掉落,MonsterDrop,1
SceneConfig_DropOut.csv,15,固定掉落,MustDropID,1
SceneConfig_DropOut.csv,16,概率掉落,MaybeDropID,1
SceneConfig_DropOut.csv,17,关卡失败掉落,LoseDropID,1
SceneConfig_DropOut.csv,18,小结金币,SummaryGold,
SceneConfig_DropOut.csv,19,小结使徒经验,SummaryFetter,
SceneConfig_DropOut.csv,20,小结物品掉落,SummaryItems,1
SceneConfig_Map.csv,1,流水ID,Id,
SceneConfig_Map.csv,2,名称,Name,
SceneConfig_Map.csv,3,引擎场景文件,ResFile,
SceneConfig_Map.csv,4,场景配置,MapFile,
SceneConfig_Map.csv,5,代理场景对象,Proxy,
SceneConfig_Map.csv,6,背景音乐配置,MusicId,
SceneConfig_Map.csv,7,开场动画,OpenAnim,
SceneConfig_Map.csv,8,开场动画时间,OpenTime,
SceneConfig_Map.csv,9,开场动画淡出颜色,OpenAnimColor,
SceneConfig_Map.csv,10,光照信息,LightInfo,
SceneConfig_Map.csv,11,粒子光照强度,LightIntensity,
SceneConfig_Map.csv,12,角色阴影信息,LightInfoShadow,
SceneConfig_Map.csv,13,光照颜色,LightColor,
SceneConfig_Map.csv,14,描边宽度,OutlineWidth,
SceneConfig_Map.csv,15,卡通渲染设置,ToonLevel,
SceneConfig_Map.csv,16,背光勾边,HighlightDirection,
SceneConfig_Map.csv,17,胜利镜头位置,CapturePoint,
SceneConfig_Map.csv,18,复活点,RevivePoint,
SceneConfig_Map.csv,19,阴影颜色,ShadowColor,
SceneConfig_Map.csv,20,场景角色颜色,SceneOriColor,
SceneConfig_Map.csv,21,场景角色盒子颜色,SceneShadowColor,
SceneConfig_Map.csv,22,场景角色盒子ramp,SceneShadowRamp,
SceneConfig_Map.csv,23,角色ramp颜色,RampBright,
SceneConfig_Map.csv,24,角色脸部ramp颜色,FaceBright,
SceneConfig_Map.csv,25,加载提示,LoadingTips,
SceneConfig_Map.csv,26,深度图,NeedDepthTexture,
SceneConfig_Map.csv,27,平面反射,NeedPlanarReflection,
SceneConfig_Wall.csv,1,流水ID,Id,
SceneConfig_Wall.csv,2,空气墙类型,WallPath,
SeasonTower_Base.csv,1,流水ID,Id,
SeasonTower_Base.csv,2,作用相性,ReferPhasic,
SeasonTower_Base.csv,3,效果buff,BuffId,
SeasonTower_Base.csv,4,Key_buff描述,Key_SeasonBuffDes,
SeasonTower_Base.csv,5,buff描述,SeasonBuffDes,
SeasonTower_Base.csv,6,排行ID,RankID,
SeasonTower_Base.csv,7,Key_赛季标题,Key_SeasonTitle,
SeasonTower_Base.csv,8,赛季标题,SeasonTitle,
SeasonTower_Base.csv,9,Key_赛季规则描述,Key_SeasonDescribe,
SeasonTower_Base.csv,10,赛季规则描述,SeasonDescribe,
Share_Base.csv,1,流水ID,Id,
Share_Base.csv,2,活动名,Desc,
Share_Base.csv,3,分享图标,Icon,
SheepGameActivity_Base.csv,1,流水id,Id,
SheepGameActivity_Base.csv,2,备注,Desc,
SheepGameActivity_Base.csv,3,Key_活动系统名,Key_Name,
SheepGameActivity_Base.csv,4,活动系统名,Name,
SheepGameActivity_Base.csv,5,活动开始时间,StartTime,1
SheepGameActivity_Base.csv,6,活动结束时间,EndTime,1
SheepGameActivity_Base.csv,7,预制体,Prefab,
SheepGameActivity_Base.csv,8,任务组,TaskGroup,
SheepGameActivity_Base.csv,9,排行id,RankId,
SheepGameActivity_Base.csv,10,小游戏参数1,Param1,
SheepGameActivity_Base.csv,11,小游戏参数2,Param2,
SheepGameActivity_Base.csv,12,小游戏参数3,Param3,
SheepGameActivity_Base.csv,13,小游戏参数4,Param4,
SheepGameActivity_GameItem.csv,1,id,Id,
SheepGameActivity_GameItem.csv,2,活动id,ActivityId,
SheepGameActivity_GameItem.csv,3,天数,Day,
SheepGameActivity_GameItem.csv,4,每日道具数量,Item_Times,1
SheepGameActivity_GameItem.csv,5,Key_明日提示词文本,Key_Hint,
SheepGameActivity_GameItem.csv,6,明日提示词文本,Hint,
ShopConfig_BannerShop.csv,1,流水ID,Id,
ShopConfig_BannerShop.csv,2,banner路径,BannerPic,
ShopConfig_BannerShop.csv,3,banner展示位,ShowPosition,
ShopConfig_BannerShop.csv,4,优先级排序,Order,
ShopConfig_BannerShop.csv,5,显示时间,ShowTime,
ShopConfig_BannerShop.csv,6,关闭时间,CloseTime,1
ShopConfig_BannerShop.csv,7,跳转界面id,JumpId,
ShopConfig_BannerShop.csv,8,跳转道具id,JumpItemId,
ShopConfig_BannerShop.csv,9,切换展示时间,TurnTime,
ShopConfig_Base.csv,1,流水ID,Id,
ShopConfig_Base.csv,2,商店id,ShopId,
ShopConfig_Base.csv,3,排序,Order,
ShopConfig_Base.csv,4,预制路径,PrefabPath,
ShopConfig_Base.csv,5,入口类型,EntranceType,
ShopConfig_CodePoint.csv,1,ID,Id,
ShopConfig_CodePoint.csv,2,物品item及数量,ItemNum,
ShopConfig_CodePoint.csv,3,对应积分,Point,
ShopConfig_CommonShop.csv,1,流水ID,Id,
ShopConfig_CommonShop.csv,2,商品名称,Name,1
ShopConfig_CommonShop.csv,3,商品,Goods,1
ShopConfig_CommonShop.csv,4,前置商品,PreGoods,1
ShopConfig_CommonShop.csv,5,所属商店,Shop,
ShopConfig_CommonShop.csv,6,是否是直购礼包,IsMoneyBag,
ShopConfig_CommonShop.csv,7,直购id,PriceIId,
ShopConfig_CommonShop.csv,8,现价,TruePrice,1
ShopConfig_CommonShop.csv,9,排序,Index,
ShopConfig_CommonShop.csv,10,外显返利比,ShowRebate,1
ShopConfig_CommonShop.csv,11,库存数量,Count,
ShopConfig_CommonShop.csv,12,上架时间,StartTime,
ShopConfig_CommonShop.csv,13,下架时间,EndTime,
ShopConfig_CommonShop.csv,14,售完处理,SellOutState,
ShopConfig_CommonShop.csv,15,刷新类型,RefreshType,
ShopConfig_CommonShop.csv,16,随机商品,RandomGoods,1
ShopConfig_CommonShop.csv,17,未售罄背景,NormalBg,
ShopConfig_CommonShop.csv,18,售罄背景,SellOutBg,
ShopConfig_CommonShop.csv,19,是否可选择购买数量,IsChooseNumber,
ShopConfig_CommonShop.csv,20,皮肤预览背景图路径,SkinBg,
ShopConfig_CommonShop.csv,21,皮肤预览立绘图路径,SkinHeroPic,
ShopConfig_CommonShop.csv,22,皮肤预览标题图路径,SkinTitle,
ShopConfig_CommonShop.csv,23,是否显示推荐标签,IsShowTag,
ShopConfig_CommonShop.csv,24,显示条件,ShowCondtion,
ShopConfig_CommonShop.csv,25,购买条件,OpenCondtion,
ShopConfig_CommonShop.csv,26,首次兑换赠送,FirstExtraGift,1
ShopConfig_CommonShop.csv,27,日常兑换赠送,NormalExtraGift,1
ShopConfig_CommonShop.csv,28,商品图标,Icon,1
ShopConfig_CommonShop.csv,29,购买上限,BuyLimit,1
ShopConfig_CommonShop.csv,30,备注,Mark_Henry,
ShopConfig_CommonShop.csv,31,开放购买时间,Enable2BuyTime,
ShopConfig_DailyPeriod.csv,1,ID,Id,
ShopConfig_DailyPeriod.csv,2,累计购买次数,TotalBuy,1
ShopConfig_DailyPeriod.csv,3,奖励,Reward,1
ShopConfig_GoodsCycle.csv,1,ID,Id,
ShopConfig_GoodsCycle.csv,2,循环组,CycleGroup,
ShopConfig_GoodsCycle.csv,3,循环商品,CycleGoods,1
ShopConfig_GoodsCycle.csv,4,循环类型,CycleType,
ShopConfig_GoodsCycle.csv,5,备注,Notes,
ShopConfig_LimitedShopBg.csv,1,流水ID,Id,
ShopConfig_LimitedShopBg.csv,2,上架时间,StartTime,
ShopConfig_LimitedShopBg.csv,3,下架时间,EndTime,
ShopConfig_LimitedShopBg.csv,4,Bg图路径,BgPic,
ShopConfig_LimitedShopBg.csv,5,标题图路径,BannerBg,
ShopConfig_LimitedShopBg.csv,6,Live2D路径,HeroPic,
ShopConfig_LimitedShopBg.csv,7,Live2D坐标,HeroPicCoordinate,
ShopConfig_LimitedShopBg.csv,8,Live2D缩放,HeroPicScale,
ShopConfig_LimitedShopBg.csv,9,对应商店id,ShopId,
ShopConfig_MoneyShop.csv,1,流水ID,Id,
ShopConfig_MoneyShop.csv,2,类型,Type,
ShopConfig_MoneyShop.csv,3,子类型,SubType,
ShopConfig_MoneyShop.csv,4,商店名称,Name,
ShopConfig_MoneyShop.csv,5,商品id,GoodsId,1
ShopConfig_MoneyShop.csv,6,所属平台,Platform,
ShopConfig_MoneyShop.csv,7,商品,Goods,1
ShopConfig_MoneyShop.csv,8,价格ID,PriceLevelId,1
ShopConfig_MoneyShop.csv,9,限购数量,Count,1
ShopConfig_MoneyShop.csv,10,刷新类型,RefreshType,
ShopConfig_MoneyShop.csv,11,商品类型,GoodsType,1
ShopConfig_MoneyShop.csv,12,首充额外赠送,FirstPay,
ShopConfig_MoneyShop.csv,13,非首冲额外赠送,NoFirstPay,
ShopConfig_MoneyShop.csv,14,所属商店,Shop,
ShopConfig_MoneyShop.csv,15,充值比例,GameMoney,1
ShopConfig_MoneyShop.csv,16,Key充值商品主题,Key_Subject,1
ShopConfig_MoneyShop.csv,17,充值商品主题,Subject,1
ShopConfig_MoneyShop.csv,18,Key充值商品描述,Key_Body,
ShopConfig_MoneyShop.csv,19,充值商品描述,Body,
